"","screenName","location","lon","lat"
"jjeh3010","jjeh3010","Colombia",-74.297333,4.570868
"VerisEcuador","VerisEcuador","Ecuador",-78.183406,-1.831239
"SaludTlaxcala","SaludTlaxcala","Tlaxcala, México",-98.2374954,19.318154
"mylifestoryA","mylifestoryA","Roma, Lazio",12.4963655,41.9027835
"SiouxlandHealth","SiouxlandHealth","Sioux City, IA",-96.4049408,42.4963416
"rivadeneyra_j","rivadeneyra_j","México",-102.552784,23.634501
"cuauco","cuauco","DF",-111.8889542,40.706652
"Debbie29490650","Debbie29490650","Texas, USA",-99.9018131,31.9685988
"NChardonnet","NChardonnet","Saint Louis",-90.1994042,38.6270025
"gabyrojasor","gabyrojasor","México, D.F. ",-99.133208,19.4326077
"mydocgarfieldnj","mydocgarfieldnj","Garfield, NJ",-74.113198,40.8814882
"juveuniquelove","juveuniquelove","Seattle, WA",-122.3320708,47.6062095
"elarsenalmx","elarsenalmx","Ciudad de México",-99.133208,19.4326077
"falsalem76","falsalem76","الرياض . الأحساء",46.7341671,24.6822077
"bettypra","bettypra","Toscana, Italia",11.2486208,43.7710513
"finndesigner","finndesigner","London",-0.1277583,51.5073509
"kayeyewhy","kayeyewhy","New York, USA",-74.0059728,40.7127753
"almartin1452","almartin1452","Reading Hospital",-75.9492705,40.3297212
"Diosenlanoticia","Diosenlanoticia","Venezuela",-66.58973,6.42375
"galaxyhorsera1","galaxyhorsera1","Fingal, Ireland",-6.2539777,53.4923939
"CapitalistFraud","CapitalistFraud","London, England",-0.1277583,51.5073509
"darcy6179","darcy6179","Mount Vernon, OH",-82.4857181,40.3933956
"gigi695","gigi695","Casnigo, Lombardia",9.8680159,45.8157796
"chordsvoice","chordsvoice","Italy",12.56738,41.87194
"SECOB_Ec","SECOB_Ec","Quito, Ecuador",-78.4678382,-0.1806532
"PIDSociety","PIDSociety","Arlington, VA",-77.0909809,38.8816208
"ADonatiMD","ADonatiMD","San Antonio, TX",-98.4936282,29.4241219
"JJMLondon","JJMLondon","London/Surrey",-0.0464699,51.4930328
"chiarezza_0","chiarezza_0","rome",12.4963655,41.9027835
"MDedgePediatric","MDedgePediatric","Rockville, MD",-77.1527578,39.0839973
"GSPOInc","GSPOInc","Hamilton, NJ",-74.6796651,40.2115109
"RNArenzano","RNArenzano","Arenzano",8.6860167,44.4058612
"JayINC","JayINC","Amsterdam, Netherlands",4.9035614,52.3679843
"lostandsleepy_","lostandsleepy_","Como/Milano",-117.1054876,32.7630456
"Geospatial_DA","Geospatial_DA","Sparks, MD",-76.6458043,39.5309389
"nutritiontastic","nutritiontastic","New York, NY",-74.0059728,40.7127753
"AndyVermaut","AndyVermaut","One world",-74.0133677,40.7133444
"Love_ThatsMe","Love_ThatsMe","Anchorage, AK",-149.9002778,61.2180556
"Zem_subs","Zem_subs","Hungary",19.5033041,47.162494
"eClinicalTrial","eClinicalTrial","Barcelona & virtual",2.1734035,41.3850639
"PaoGomezW","PaoGomezW","San Luis Potosí, México",-100.9855409,22.1564699
"GabriellaGrima5","GabriellaGrima5","Italia",12.56738,41.87194
"_jessbu","_jessbu","Treaty 1, Winnipeg, Manitoba",-97.142414,49.8896966
"DenizardOficial","DenizardOficial","Manaus, Brazil",-60.0217314,-3.1190275
"escitalopramm","escitalopramm","Firenze",11.2558136,43.7695604
"mike_peinsipp","mike_peinsipp","Wayegon, KY",-84.2700179,37.8393332
"claudia_gln","claudia_gln","Modena, Emilia Paranoica ⤵",10.9252269,44.647128
"MarioFloresss","MarioFloresss","Phoenix, AZ",-112.0740373,33.4483771
"danielaremson","danielaremson","Nigeria",8.675277,9.081999
"Doubleballz","Doubleballz","Saint-Tropez, France ",6.6407109,43.2676808
"ghw55","ghw55","Newark, Delaware",-75.7496572,39.6837226
"adrenlo25","adrenlo25","Panamá",-80.782127,8.537981
"BuddyB04863931","BuddyB04863931","Midwest, USA",-97.4107128,35.463494
"AndreaSalazarG8","AndreaSalazarG8","Hermosillo, Sonora",-110.9559192,29.0729673
"kariusdx","kariusdx","California, USA",-119.4179324,36.778261
"unichicago","unichicago","Chicago",-87.6297982,41.8781136
"hashtag_big","hashtag_big","United States",-95.712891,37.09024
"nativeminnow","nativeminnow","The Shallows",-71.8305271,41.3792957
"neil_bodie","neil_bodie","Pasadena CA",-118.1445155,34.1477849
"Fraserhealth","Fraserhealth","Surrey, British Columbia",-122.8490125,49.1913466
"CDTManati","CDTManati","Manatí, Puerto Rico",-66.4758583,18.433005
"Vaxyourfam","Vaxyourfam","United States",-95.712891,37.09024
"ChrisLoesch","ChrisLoesch","Texas",-99.9018131,31.9685988
"donaldhackett","donaldhackett","Houston, TX",-95.3698028,29.7604267
"miguel_reyesMD","miguel_reyesMD","Manhattan, NY",-73.9712488,40.7830603
"onwnews","onwnews","Oshkosh, Wisconsin",-88.5426136,44.0247062
"medicalaxioms","medicalaxioms","United States",-95.712891,37.09024
"BaileyHurleyVNL","BaileyHurleyVNL","Fargo, ND",-96.7898034,46.8771863
"UCNetworkOmaha","UCNetworkOmaha","Omaha, NE",-95.9345034,41.2565369
"PoetryAlive","PoetryAlive","Asheville, NC",-82.5514869,35.5950581
"AntonNoticias","AntonNoticias","Querétaro Arteaga, México",-100.3898876,20.5888184
"freacielo","freacielo","Manila, Philippines",120.9842195,14.5995124
"Fabriziosmarket","Fabriziosmarket","Hamilton,On",-79.8711024,43.2557206
"JohnMaintenanc1","JohnMaintenanc1","Nantahala National Forest",-83.666558,35.2881467
"fioridimagnolia","fioridimagnolia","Toscana, Italia",11.2486208,43.7710513
"JucyBaOficial","JucyBaOficial","Brazil",-51.92528,-14.235004
"KPWaResearch","KPWaResearch","Seattle, WA",-122.3320708,47.6062095
"qui_e_ora_","qui_e_ora_","Italy ",12.56738,41.87194
"wortfeilchen","wortfeilchen","bochum",7.2162363,51.4818445
"lakeeriecollege","lakeeriecollege","Painesville, Ohio",-81.245657,41.7244885
"PoderosaBasket","PoderosaBasket","Montegranaro",13.6285253,43.2303873
"gurceyhan","gurceyhan","Büyükbeybağı, Tokat",36.5490418,40.2982017
"adn_sureste","adn_sureste","Oaxaca, Mexico",-96.7265889,17.0731842
"Wasssaname","Wasssaname","Brooklyn, NY",-73.9441579,40.6781784
"anticuaeguiara","anticuaeguiara","Cd de México - San Luis Potosí",-100.9855409,22.1564699
"davidmakali1","davidmakali1","Nairobi, Kenya",36.8219462,-1.2920659
"cagliaripad","cagliaripad","Cagliari",9.1216613,39.2238411
"UHhospitals","UHhospitals","Cleveland, Ohio",-81.6943605,41.49932
"germanpigvet","germanpigvet","United Kingdom",-3.435973,55.378051
"RichidsCoulter","RichidsCoulter","San Diego, CA",-117.1610838,32.715738
"deborah91473","deborah91473","St Louis",-90.1994042,38.6270025
"paolacontini64","paolacontini64","Milano",-75.163389,39.9629406
"ilQuaderno","ilQuaderno","Benevento",14.7826208,41.1297613
"legcross1371","legcross1371","Novara, Piemonte",8.6221612,45.44693
"DompeFarma","DompeFarma","Milan, Lombardy",9.189982,45.4642035
"dominicanoahora","dominicanoahora","República Dominicana",-70.162651,18.735693
"DVGoldCoast","DVGoldCoast","Norwalk, CT",-73.4081575,41.117744
"DVBridgeport","DVBridgeport","Bridgeport, CT",-73.1894384,41.1792258
"DVFairfield_N","DVFairfield_N","Wilton, CT",-73.4378988,41.1953739
"Grupodobemestar","Grupodobemestar","São Paulo, BRASIL",-46.6333094,-23.5505199
"SDDOH","SDDOH","Pierre, SD",-100.3537522,44.3667876
"HCB_Foxes","HCB_Foxes","Bolzano",11.3547582,46.4982953
"Wuffipaul","Wuffipaul","Deutschland 🇩🇪",10.451526,51.165691
"AlfVann","AlfVann","Florence, Italy",11.2558136,43.7695604
"JOteyArt","JOteyArt","Italia",12.56738,41.87194
"johncachero","johncachero","Hampton Roads, Virginia",-76.3452218,37.0298687
"windsorhorse","windsorhorse","Windsor, Berkshire",-0.613576,51.4817279
"NewarkDHCW","NewarkDHCW","110 William Street, Newark, NJ 07102",-74.1789969,40.7345134
"MadisonVirology","MadisonVirology","Wisconsin, USA",-88.7878678,43.7844397
"BlueHenNat","BlueHenNat","California, Delaware",-75.5624934,39.7577714
"ALZtivista","ALZtivista","San Salvador, El Salvador",-89.2181911,13.6929403
"QueensPHPM","QueensPHPM","Kingston, Ontario",-76.4859544,44.2311717
"JacesJarsofHope","JacesJarsofHope","Wisconsin, USA",-88.7878678,43.7844397
"Periodico5inco","Periodico5inco","Cd. Victoria, MX",-99.1411154,23.7369164
"Tchepinhaa","Tchepinhaa","guarulhos",-46.5336678,-23.4543395
"richieteodia","richieteodia","Monterrey",-100.3161126,25.6866142
"MoonLaMonse","MoonLaMonse","Ni de aquí,ni de allá....",-117.8442962,33.6404952
"nomasmequejo","nomasmequejo","Distrito Federal, México",-99.133208,19.4326077
"Faisalnaifaru","Faisalnaifaru","Maldives",73.22068,3.202778
"TurismoEc","TurismoEc","Ecuador",-78.183406,-1.831239
"Ashley03278285","Ashley03278285","Nebraska, USA ",-99.9018131,41.4925374
"LogicIsGone","LogicIsGone","Seattle, WA",-122.3320708,47.6062095
"MotherToBaby","MotherToBaby","North America",-105.2551187,54.5259614
"BlueHenPhoebe","BlueHenPhoebe","Newark, DE",-75.7496572,39.6837226
"carloemme50","carloemme50","Forlì, Emilia Romagna",12.0407312,44.2227398
"horstie","horstie","Nijmegen, The Netherlands",5.8428281,51.8448837
"trinitykronlein","trinitykronlein","tx",-99.9018131,31.9685988
"Arcsa_Ec","Arcsa_Ec","Guayaquil, Ecuador",-79.9223592,-2.1709979
"PeronaLab","PeronaLab","Glasgow, Scotland",-4.251806,55.864237
"IndieCongress","IndieCongress","United States",-95.712891,37.09024
"alonsob_exmsft","alonsob_exmsft","Seattle, WA",-122.3320708,47.6062095
"_AreaDan","_AreaDan","Cyclone Country",-93.6093761,42.0237961
"rinaldysofwan","rinaldysofwan","Jakarta",106.845599,-6.2087634
"ICPoorly","ICPoorly","Edinburgh, Scotland",-3.188267,55.953252
"BagalueSunab","BagalueSunab","Trinidad and Tobago",-61.222503,10.691803
"_lovelycms","_lovelycms","19 | she/her ",-86.5898086,34.7315083
"TurnerNovak","TurnerNovak","Grand Rapids, MI",-85.6680863,42.9633599
"MyBestestThing","MyBestestThing","Earth",-95.7243335,37.2321077
"Novca12","Novca12","Zemplén! ",21.4166999,48.4
"infoitcultura","infoitcultura","Italia",12.56738,41.87194
"ZeClint","ZeClint","on dirait le sud",4.8261927,50.1359331
"TheInfluenzers","TheInfluenzers","Washington, DC",-77.0368707,38.9071923
"DMHospitalGroup","DMHospitalGroup","Ireland",-7.6920536,53.1423672
"AztecaSiete","AztecaSiete","México",-102.552784,23.634501
"PKO823","PKO823","Canada",-106.346771,56.130366
"ipacuhn","ipacuhn","Toronto, Ontario",-79.3831843,43.653226
"ZArtofWellness","ZArtofWellness","California",-119.4179324,36.778261
"JuanLuisGlzT","JuanLuisGlzT","Monterrey, Nuevo León",-100.3161126,25.6866142
"AfroVII","AfroVII","London. Lagos.",-0.0550886,51.4273412
"EarlyReport","EarlyReport","Chicago",-87.6297982,41.8781136
"LaskuNikolin","LaskuNikolin","Novara, Piemonte",8.6221612,45.44693
"AndorraCare","AndorraCare","Selangor, Malaysia",101.5183469,3.0738379
"nymedcollege","nymedcollege","Valhalla, NY",-73.7751326,41.0748188
"PlanTodaUnaVida","PlanTodaUnaVida","Quito",-78.4678382,-0.1806532
"FrancPalm","FrancPalm","Napoli ",-94.705405,37.4196255
"XMERIDIO78","XMERIDIO78","Puglia, Italia",17.1011931,40.7928393
"Alert_Monitor","Alert_Monitor","Global",-95.6400855,37.0329949
"PRI_Insurance","PRI_Insurance","Roslyn, NY",-73.6509622,40.7998227
"JulioMattus","JulioMattus","Manaus-Am",-60.0217314,-3.1190275
"SITNBoston","SITNBoston","Boston, MA",-71.0588801,42.3600825
"qeastman","qeastman","Decatur, GA",-84.2963123,33.7748275
"hunnomad","hunnomad","Budapest, Hungary",19.040235,47.497912
"OneHealthUF","OneHealthUF","Gainesville, FL",-82.3248262,29.6516344
"Salud_CZ2","Salud_CZ2","Ecuador",-78.183406,-1.831239
"3lla_L4QcFu3","3lla_L4QcFu3","México",-102.552784,23.634501
"remiromi1","remiromi1","Roma, Lazio",12.4963655,41.9027835
"ImpactUN","ImpactUN","New York",-74.0059728,40.7127753
"medpagetoday","medpagetoday","New York, NY",-74.0059728,40.7127753
"MeganoticiasSCR","MeganoticiasSCR","Salina Cruz, Oaxaca",-95.2087625,16.1842839
"f_purbawan","f_purbawan","Semarang",110.4381254,-7.0051453
"primeirahoramt","primeirahoramt","Rondonópolis - MT",-54.6387934,-16.465423
"WildlifeDisease","WildlifeDisease","Lawrence, Kansas",-95.2352501,38.9716689
"painelpolitico","painelpolitico","Brasília, Brazil",-47.9218204,-15.826691
"PremierShowIT","PremierShowIT","Italia",12.56738,41.87194
"gladenn_era","gladenn_era","happy place",-87.656908,41.900421
"tamimiyuana","tamimiyuana","Bandung - Indonesia",107.6191228,-6.9174639
"VeriCatholici","VeriCatholici","Rome, Lazio",12.4963655,41.9027835
"emdeeay","emdeeay","Berkeley, CA",-122.272747,37.8715926
"Liv_Jodie","Liv_Jodie","Italia",12.56738,41.87194
"_alex91_","_alex91_","Bagnara Calabra, Calabria",15.8114175,38.2776694
"fudgecrumpet","fudgecrumpet","Huddlefuddle, Yorks, UK",-1.0872979,53.9599651
"AntonellaGramig","AntonellaGramig","Toscana, Italia",11.2486208,43.7710513
"Elandlodge","Elandlodge","Draycott in the Clay",-1.7708511,52.8523146
"Stasiastes","Stasiastes","Belgrade, Republic of Serbia",20.4489216,44.786568
"G_GarciaMarquez","G_GarciaMarquez","Mexico",-102.552784,23.634501
"NWSanLuisPotosi","NWSanLuisPotosi","San Luis Potosí, México",-100.9855409,22.1564699
"UniNoticias","UniNoticias","Estados Unidos",-95.712891,37.09024
"Astorphos","Astorphos","Double entendre",-73.9384161,40.8512847
"OPENHEALTH_Co","OPENHEALTH_Co","France",2.213749,46.227638
"MultipolarOrder","MultipolarOrder","London",-0.1277583,51.5073509
"MedPedsAllergy","MedPedsAllergy","West Bloomfield Township, MI",-83.373339,42.5678534
"SK_WJSNBona","SK_WJSNBona","Seoul, Republic of Korea",126.9779692,37.566535
"bx1ale_cia","bx1ale_cia","Rome, Lazio",12.4963655,41.9027835
"Dominik_G_Cua","Dominik_G_Cua","Calabria, Italy",16.3463791,39.3087714
"Lipidologist","Lipidologist","Kenosha (btwn Chicago & Milw.)",-87.73393,41.9353803
"vaccinemakers","vaccinemakers","Philadelphia, PA",-75.1652215,39.9525839
"_DramaModerno","_DramaModerno","Reynosa, Tamaulipas",-98.2978951,26.0508406
"GEvanjaleena","GEvanjaleena","United Kingdom, London",-0.1277583,51.5073509
"giustoperf","giustoperf","Italia",12.56738,41.87194
"myImpfUhr","myImpfUhr","Baden-Württemberg, Germany",9.3501336,48.6616037
"PrinceGYfan","PrinceGYfan","Texas, USA ",-99.9018131,31.9685988
"respe_network","respe_network","Saint-Contest, France",-0.400256,49.213999
"seedble","seedble","Roma",-95.9036356,36.0766378
"nickwohlge","nickwohlge","Memphis, TN",-90.0489801,35.1495343
"KWhistler","KWhistler","Lafayette, IN",-86.8752869,40.4167022
"TheSerenyna","TheSerenyna","Genoa, Liguria",8.946256,44.4056499
"CollignonPeter","CollignonPeter","Canberra Australia",149.1300092,-35.2809368
"YurikoNezumi","YurikoNezumi","Italia",12.56738,41.87194
"MDMagazine","MDMagazine","United States",-95.712891,37.09024
"LuisTorreon","LuisTorreon","Huejutla de Reyes, Hidalgo",-98.4189061,21.1392412
"mnmconferences","mnmconferences","India / UK",79.0192997,30.066753
"AldodeCRONOS","AldodeCRONOS","Monterrey Mexico",-100.3161126,25.6866142
"ParticleDoc","ParticleDoc","Indianapolis, IN",-86.158068,39.768403
"_kaitiedavis","_kaitiedavis","Bismarck, ND",-100.7837392,46.8083268
"lnetherland1","lnetherland1","dallas texas",-96.7969879,32.7766642
"MrJayCameron","MrJayCameron","3rd Rock from the Sun ",-104.5229281,33.3945681
"__Someone_","__Someone_","Con il cuore a Madrid 💔",-3.7037902,40.4167754
"YayeHurtado","YayeHurtado","México",-102.552784,23.634501
"SusodeToro1","SusodeToro1","Santiago de Compostela",-8.5448445,42.8782132
"reliefweb","reliefweb","Bangkok, Nairobi, New York",100.5017651,13.7563309
"ryuqvaza","ryuqvaza","Italy",12.56738,41.87194
"net_science","net_science","London, England",-0.1277583,51.5073509
"ConexaoAMZ","ConexaoAMZ","Belém, Brazil",-48.4901785,-1.4557292
"kindess4animals","kindess4animals","London",-0.1277583,51.5073509
"NanoLabajos","NanoLabajos","Vilhena, Rondônia",-60.1184797,-12.0416685
"Olty86","Olty86","Italy",12.56738,41.87194
"itziayazmin20","itziayazmin20","Cayey, Puerto Rico",-66.166,18.1119051
"Fla_Medic","Fla_Medic","West Central Florida",-82.45974,27.993216
"AH_LKS","AH_LKS","Liverpool, England",-2.9915726,53.4083714
"MarcoSburzo","MarcoSburzo","Pescara",-92.4625623,44.022064
"HansAverdung","HansAverdung","Munich, Germany",11.5819805,48.1351253
"phelpshospital","phelpshospital","Sleepy Hollow, New York",-73.8584684,41.085652
"Popgen_Papers","Popgen_Papers","University of Wyoming",-105.5665744,41.3148754
"_artvtae","_artvtae","Tokyo, Japan",139.6917064,35.6894875
"oksenych","oksenych","Trondheim, Norway",10.3950528,63.4305149
"Pinguinoerotico","Pinguinoerotico","Carrara.",10.097677,44.0793245
"JohnnyStewart1","JohnnyStewart1","Hillsborough, Northern Ireland",-6.0829658,54.462983
"reporterpin","reporterpin","Parintins, Brasil",-56.7319696,-2.633616
"JorgeAndrade7","JorgeAndrade7","Bahia",-41.7007272,-12.579738
"fitnesshealth55","fitnesshealth55","Maharashtra, India",75.7138884,19.7514798
"Meru15","Meru15","Gothenburg, Sweden",11.97456,57.70887
"rngarthee","rngarthee","Waukesha, WI",-88.2314813,43.0116784
"mzjules_","mzjules_","Lagos, Nigeria",3.3792057,6.5243793
"EmmeProduzioni","EmmeProduzioni","Fara in Sabina (RI)",12.7293035,42.2092663
"mbiojournal","mbiojournal","Washington, DC",-77.0368707,38.9071923
"correioma","correioma","Imperatriz, Brasil",-47.4718408,-5.5205508
"NHSflufighter","NHSflufighter","England & Wales",-1.1743197,52.3555177
"chicoterra","chicoterra","Macapá, AP",-51.070535,0.0355735
"saadhealth","saadhealth","New York, NY",-74.0059728,40.7127753
"timsenior","timsenior","Tharawal Nation, Australia",133.775136,-25.274398
"protean1974","protean1974","Houston, TX",-95.3698028,29.7604267
"JavierPazEsq","JavierPazEsq","Spain",-3.74922,40.463667
"thijs","thijs","Amsterdam, The Netherlands",4.9035614,52.3679843
"zyiteblog","zyiteblog","www.zyite.com",-118.3308603,34.1810092
"daccordicycles","daccordicycles","San Miniato, Toscana, Italia",10.8551196,43.6829641
"triadsou","triadsou","Tokyo, Japan",139.6917064,35.6894875
"acolpidipenna","acolpidipenna","Napoli, Campania",14.26812,40.8517983
"GregKable","GregKable","Stuttgart, Germany",9.1829321,48.7758459
"cphiv","cphiv","Copenhagen",12.5683372,55.6760968
"JeSuisFalco","JeSuisFalco","Nederland",-105.5108312,39.9613759
"PranjalPujare","PranjalPujare","Mumbai, India",72.8776559,19.0759837
"KoreanUpdates","KoreanUpdates","Indonesia",113.921327,-0.789275
"digasalvador","digasalvador","Salvador, Bahia, Brasil",-38.5016301,-12.977749
"LSedger","LSedger","Sydney Australia",151.2092955,-33.8688197
"OneMoreDramah","OneMoreDramah","Bologna, Emilia Romagna",11.3426162,44.494887
"JerryBeller1","JerryBeller1","Atlanta, GA",-84.3879824,33.7489954
"Markkhuz","Markkhuz","San Francisco, CA to Charlotte",-80.9473146,35.2144026
"_Nitori_kun","_Nitori_kun","Provincia milanese",9.0741624,45.5765932
"elkjrras","elkjrras","Kalundborg, Danmark",11.089188,55.686429
"AlanPattersonMD","AlanPattersonMD","Coral Springs, Boca , Florida",-80.2706044,26.271192
"halfbloodpurry","halfbloodpurry","Hogwarts",-81.4736377,28.4722475
"GlueckderIren","GlueckderIren","Bayern",11.4978895,48.7904472
"LaturkFe","LaturkFe","Asunción-Paraguay ☎✉",-57.575926,-25.2637399
"SoccorsaSabrina","SoccorsaSabrina","San Severo, Puglia",15.3795161,41.6854203
"Blindfisch3","Blindfisch3","Nordrhein-Westfalen, Deutschla",7.6615938,51.4332367
"dariopergolizzi","dariopergolizzi","Torino - Messina",7.6394622,45.0399875
"pharmafakten","pharmafakten","Munich, Bavaria",11.5819805,48.1351253
"CARAPACHOX","CARAPACHOX","PUNto fijo",-70.1813018,11.711511
"midiamexico","midiamexico","Mexico city",-99.133208,19.4326077
"longagnani","longagnani","Modena, Italia",10.9252269,44.647128
"kispio_or","kispio_or","Sardinia, Italy",9.0128926,40.1208752
"friederike182","friederike182","Niedersachsen, Deutschland",9.8450766,52.6367036
"lutzhager","lutzhager","Heidelberg, Germany",8.6724335,49.3987524
"artdignity","artdignity","Firenze",11.2558136,43.7695604
"artesplorando","artesplorando","Bologna",11.3426162,44.494887
"blondbeardbets","blondbeardbets","United Kingdom",-3.435973,55.378051
"Rydad98","Rydad98","Illinois",-89.3985283,40.6331249
"alaskaking17","alaskaking17","Alaska, USA",-122.3371809,48.4370202
"guialimeira","guialimeira","Limeira/SP",-47.4097695,-22.5838264
"_InFormaSalute_","_InFormaSalute_","Italy",12.56738,41.87194
"Saeed_Kirki","Saeed_Kirki","Hungary",19.5033041,47.162494
"frank_treu","frank_treu","Berlin, Bonn, München",13.404954,52.5200066
"TerminiTv","TerminiTv","Rome, Lazio",12.4963655,41.9027835
"DaniloSpanu","DaniloSpanu","Roma",-95.9036356,36.0766378
"pawinpFAO","pawinpFAO","Hanoi, Vietnam",105.8341598,21.0277644
"AccessIntegrity","AccessIntegrity","Albuquerque, N.M.",-106.650422,35.0843859
"DavideMencaroni","DavideMencaroni","Barcellona, Spagna",2.1734035,41.3850639
"VaccinesEurope","VaccinesEurope","Brussels",4.3517211,50.8503463
"stevekemple_inc","stevekemple_inc","Cincinnati, OH",-84.5120196,39.1031182
"StrangeFan6","StrangeFan6","Palermo, Sicily",13.3614868,38.11569
"giuanlortista","giuanlortista","Milano, periferia NO",9.189982,45.4642035
"PassRestProd","PassRestProd","Waterloo, IA",-92.3425775,42.492786
"larfssa","larfssa","São José dos Campos, Brasil",-45.9009074,-23.223701
"EuropHospital_D","EuropHospital_D","Essen, Deutschland",7.0115552,51.4556432
"Wilmer","Wilmer","London, UK",-0.1277583,51.5073509
"EvaMenger","EvaMenger","London, England",-0.1277583,51.5073509
"CorriereAdriati","CorriereAdriati","Il Quotidiano delle Marche",12.989615,43.5058744
"iononhocapito","iononhocapito","Padua, Veneto",11.8767611,45.4064349
"mimmogrieco","mimmogrieco","SORRENTO ITALY",14.3757985,40.6262925
"PresseAugsburg","PresseAugsburg","Augsburg",-93.2401366,44.9663002
"BinaryOptionEU","BinaryOptionEU","Italia - Europe",12.56738,41.87194
"Fdszeva","Fdszeva","Italy",12.56738,41.87194
"viro_doc","viro_doc","Wuhan, China",114.305539,30.592849
"zazoomnews","zazoomnews","Italy",12.56738,41.87194
"Biancoscudati","Biancoscudati","Messina",15.5542057,38.1937335
"BlueBerryAlexS","BlueBerryAlexS","Stuttgart Germany",9.1829321,48.7758459
"Mykee_A","Mykee_A","Delta, Nigeria",5.8987139,5.5324624
"kawaas1","kawaas1","Austell, GA",-84.6343783,33.8126059
"homonuclear","homonuclear","cape town",18.4240553,-33.9248685
"Borderline_24","Borderline_24","Bari, Apulia",16.8718715,41.1171432
"Mama_Huhn","Mama_Huhn","Leipzig, Germany",12.3730747,51.3396955
"Brasviz1","Brasviz1","Brianza, Italia",9.2588015,45.623599
"benxfede","benxfede","Roma, Lazio",12.4963655,41.9027835
"GiornaledPuglia","GiornaledPuglia","Bari, Italy",16.8718715,41.1171432
"VeronicaPapi2","VeronicaPapi2","Toscana,Italia",11.2486208,43.7710513
"rsgvanmierlo","rsgvanmierlo","Lancashire, England",-2.7044052,53.7632254
"DrSeraJames","DrSeraJames","Cambridge, UK",0.121817,52.205337
"siufille","siufille","Bologna, Emilia Romagna, IT",11.3426162,44.494887
"udalrik","udalrik","Vienna, Austria",16.3738189,48.2081743
"dave_in_sa","dave_in_sa","Texas, Our Texas",-95.4143635,29.7253114
"Adnkronos","Adnkronos","Italy",12.56738,41.87194
"michelleann9397","michelleann9397","Bascom, Ohio ",-83.2821145,41.1326635
"MVMiguel_Angel","MVMiguel_Angel","México",-102.552784,23.634501
"AZ_Augsburg","AZ_Augsburg","Augsburg",-93.2401366,44.9663002
"ContigoLaRev","ContigoLaRev","Mexico",-102.552784,23.634501
"slaviadevionita","slaviadevionita","Indonesia",113.921327,-0.789275
"Benah254","Benah254","Busia ",34.1114621,0.4607691
"pref_tochigi","pref_tochigi","栃木県",139.8835651,36.565725
"eurovaccines","eurovaccines","London, United Kingdom",-0.1277583,51.5073509
"robinsnoticias","robinsnoticias","Bothell, WA USA",-122.2054452,47.760111
"doctormacias","doctormacias","Leon, Mexico",-101.6859605,21.1250077
"itskiraj","itskiraj","Manhattan, New York ",-73.9712488,40.7830603
"freakinutz","freakinutz","san francisco",-122.4194155,37.7749295
"BioassayTech","BioassayTech","Shanghai,China",121.4737021,31.2303904
"livingjaded","livingjaded","Lakewood co",-105.0813734,39.7047095
"BeckyELangdon","BeckyELangdon","Flyover country",-87.9587538,36.8964067
"ZBSeyed","ZBSeyed","Iran",53.688046,32.427908
"benoco","benoco","Australia",133.775136,-25.274398
"SpicyQwin","SpicyQwin","Copenhagen, Denmark",12.5683372,55.6760968
"theMagdalenRose","theMagdalenRose","Oregon, USA",-120.5542012,43.8041334
"Akboss1988","Akboss1988","Canyon, TX",-101.9188024,34.9803342
"Santippe87","Santippe87","Genoa, Liguria",8.946256,44.4056499
"jrbaia","jrbaia","Manaus - Amazonas - Brasil",-60.0217314,-3.1190275
"arust_3","arust_3","Elk Run Heights, IA",-92.256572,42.4669324
"PortalAmazonia","PortalAmazonia","Manaus - Amazonas",-60.0217314,-3.1190275
"CrazyRxMan","CrazyRxMan","United States",-95.712891,37.09024
"letmegetahug","letmegetahug","mississippi, usa",-89.3985283,32.3546679
"nocompliance1","nocompliance1","Swamp Pit",-78.5083416,33.9377353
"Rjctfalseicons","Rjctfalseicons","West coast.  Best coast.",-122.2899395,37.8397406
"ScroochMagooch","ScroochMagooch","Valparaiso, IN",-87.0611412,41.4730948
"littlebirdani","littlebirdani","Portland, OR",-122.6587185,45.5122308
"tromepe","tromepe","Lima",-77.042754,-12.0463731
"MackayIM","MackayIM","Brisbane, Australia",153.0251235,-27.4697707
"Paulopes","Paulopes","São Paulo, Brasil",-46.6333094,-23.5505199
"TamorahLewisMD","TamorahLewisMD","Kansas City, MO",-94.5785667,39.0997265
"5NEWSNielson","5NEWSNielson","Fort Smith, AR",-94.3985475,35.3859242
"nbmphn","nbmphn","Penrith, Australia",150.7,-33.75
"meri_munn","meri_munn","Utah",-111.0937311,39.3209801
"FORMULANOTICIAS","FORMULANOTICIAS","Sinaloa",-107.4795173,25.1721091
"TheimpalerKnox","TheimpalerKnox","Puebla, México",-98.2062727,19.0414398
"RichRoritaQuan","RichRoritaQuan","West Coast living",-118.001815,33.73143
"IamJayDay","IamJayDay","Jefferson, WI",-88.8073273,43.0055594
"cjrussellMD","cjrussellMD","Los Angeles, CA",-118.2436849,34.0522342
"ShohamTxID","ShohamTxID","Baltimore, MD",-76.6121893,39.2903848
"infoitsport","infoitsport","Italia",12.56738,41.87194
"brennajelli","brennajelli","coldwater, ks",-99.3267808,37.2689131
"SarjuGanatraMD","SarjuGanatraMD","Boston, MA",-71.0588801,42.3600825
